postcode,postcode_introduced,postcode_terminated,lat,long
IG1 2JX,199706,,51.545294,0.070711
IG1 2JY,198001,,51.555808,0.071116
IG1 2JZ,198001,,51.555243,0.071538
IG1 2LA,198001,,51.554817,0.071834
IG1 2LB,200404,,51.548832,0.086204
IG1 2LD,198001,,51.554286,0.072372
IG1 2LE,198001,,51.553684,0.072722
IG1 2LF,200403,,51.548668,0.08585
IG1 2LG,198001,,51.552993,0.073152
IG1 2LH,200501,,51.547974,0.085905
IG1 2LJ,198001,,51.551424,0.073946
IG1 2LL,200505,201605,51.557962,0.067261
IG1 2LN,199812,,51.544535,0.069912
IG1 2LP,198001,,51.550181,0.074652
IG1 2LQ,200701,,51.552461,0.073272
IG1 2LR,198001,,51.549781,0.074795
IG1 2LS,200410,,51.548352,0.086413
IG1 2LT,198001,,51.549137,0.075083
IG1 2LU,199906,,51.544455,0.070846
IG1 2LW,198001,,51.550854,0.074192
IG1 2LX,198001,,51.548501,0.075486
IG1 2LY,199109,200602,51.55807,0.072373
IG1 2LZ,198001,,51.5478,0.075959
IG1 2NA,199906,200207,51.55807,0.072373
IG1 2NB,198001,,51.547302,0.076139
IG1 2ND,198001,,51.546781,0.0761
IG1 2NE,198001,198612,51.546427,0.075305
IG1 2NF,198001,,51.545846,0.076591
IG1 2NG,198001,,51.546333,0.074522
IG1 2NH,198001,,51.546029,0.074422
IG1 2NJ,198001,,51.546724,0.074756
IG1 2NL,198001,,51.546969,0.074751
IG1 2NN,198001,,51.547329,0.074597
IG1 2NP,198001,,51.547851,0.0742
IG1 2NQ,200403,,51.548876,0.085254
IG1 2NR,198001,,51.54813,0.074099
IG1 2NS,200401,,51.54895,0.086671
IG1 2NT,199812,,51.547172,0.084484
IG1 2NU,199806,200203,51.55807,0.072373
IG1 2NW,198001,,51.547541,0.074318
IG1 2NX,199712,,51.546697,0.082371
IG1 2NY,198001,,51.545122,0.076357
IG1 2NZ,198001,,51.54484,0.074527
IG1 2PA,198001,,51.545118,0.074568
IG1 2PB,198001,,51.545416,0.074495
IG1 2PD,198001,,51.545696,0.074436
IG1 2PE,198001,,51.545801,0.076113
IG1 2PF,198001,,51.545474,0.077296
IG1 2PG,198001,,51.544785,0.077724
IG1 2PH,198001,,51.545828,0.078134
IG1 2PJ,198001,,51.546667,0.078489
IG1 2PL,198001,,51.546744,0.080729
IG1 2PN,198001,,51.546083,0.081001
IG1 2PP,200611,200708,51.55807,0.072373
IG1 2PQ,198001,,51.545044,0.078199
IG1 2PR,200206,200905,51.556819,0.067339
IG1 2PS,200206,200905,51.556819,0.067339
IG1 2PT,200012,201308,51.55684,0.066648
IG1 2PU,200206,200905,51.556819,0.067339
IG1 2PW,198001,,51.546568,0.081514
IG1 2PX,200206,200505,51.556819,0.067339
IG1 2PY,198001,,51.549172,0.083895
IG1 2PZ,200410,,51.547905,0.086753
IG1 2QA,199712,,51.547032,0.081737
IG1 2QB,198803,,51.545638,0.079236
IG1 2QD,198803,,51.545385,0.08032
IG1 2QE,198803,,51.544783,0.078721
IG1 2QF,198001,,51.547176,0.077705
IG1 2QG,198001,,51.547516,0.078773
IG1 2QH,198001,,51.548148,0.077115
IG1 2QJ,198001,,51.548424,0.078324
IG1 2QL,198001,,51.549321,0.078408
IG1 2QN,198001,,51.549491,0.078964
IG1 2QP,201209,201304,51.54906,0.07694
IG1 2QQ,198001,,51.547554,0.077636
IG1 2QR,200701,200701,51.55807,0.072373
IG1 2QS,200206,200304,51.54906,0.07694
IG1 2QT,200206,200505,51.556819,0.067339
IG1 2QU,200712,200801,51.557698,0.07051
IG1 2QW,198001,,51.54915,0.076886
IG1 2QX,199706,,51.55684,0.066648
IG1 2QY,198001,,51.557248,0.071151
IG1 2QZ,199101,,51.557279,0.071342
IG1 2RA,198001,201002,51.557339,0.070464
IG1 2RB,199501,,51.547257,0.085252
IG1 2RD,199501,200803,51.556999,0.070896
IG1 2RE,199501,,51.547841,0.085293
IG1 2RF,200311,200603,51.55807,0.072373
IG1 2RG,199501,,51.54816,0.085567
IG1 2RH,199501,,51.547509,0.085783
IG1 2RJ,198001,,51.555344,0.071961
IG1 2RL,199712,,51.550815,0.089511
IG1 2RN,198001,,51.554668,0.072536
IG1 2RP,198001,,51.554157,0.07303
IG1 2RQ,200701,200701,51.55807,0.072373
IG1 2RR,198001,,51.553483,0.073463
IG1 2RS,198001,,51.553311,0.073527
IG1 2RT,198001,,51.552883,0.073796
IG1 2RU,198001,,51.552231,0.074069
IG1 2RW,200304,200401,51.554376,0.072797
IG1 2RX,198001,201411,51.552268,0.073999
IG1 2RY,200304,200407,51.552086,0.074149
IG1 2RZ,198001,,51.551614,0.074359
IG1 2SA,199501,,51.546658,0.080018
IG1 2SB,198001,,51.55106,0.074764
IG1 2SD,198001,,51.550306,0.075093
IG1 2SE,199501,,51.545885,0.080502
IG1 2SF,198001,,51.549753,0.075356
IG1 2SG,198001,,51.549424,0.075629
IG1 2SH,198001,,51.54839,0.07613
IG1 2SJ,198001,,51.547782,0.076463
IG1 2SL,198001,,51.547166,0.076695
IG1 2SN,198001,,51.546445,0.076835
IG1 2SP,199501,,51.545239,0.080919
IG1 2SQ,198001,,51.549095,0.076451
IG1 2SR,199812,,51.547026,0.083107
IG1 2SS,199906,200602,51.55807,0.072373
IG1 2ST,200701,200701,51.55807,0.072373
IG1 2SU,199501,,51.545366,0.081372
IG1 2SW,199501,,51.546237,0.082941
IG1 2SX,198001,,51.550135,0.076628
IG1 2SY,198001,,51.550863,0.078681
IG1 2SZ,198001,,51.551329,0.080837
IG1 2TA,198001,,51.551978,0.083751
IG1 2TB,198001,,51.551742,0.083899
IG1 2TD,198001,,51.552594,0.086563
IG1 2TE,198001,,51.552358,0.086683
IG1 2TF,198001,,51.552891,0.089073
IG1 2TG,198001,,51.55353,0.092059
IG1 2TH,198001,,51.554214,0.092018
IG1 2TJ,198001,,51.553988,0.091604
IG1 2TL,198001,,51.553502,0.088581
IG1 2TN,198001,,51.553248,0.086161
IG1 2TP,198001,,51.552606,0.083362
IG1 2TQ,198001,,51.554309,0.094259
IG1 2TR,198001,,51.552387,0.083539
IG1 2TS,198001,,51.551957,0.080389
IG1 2TT,198001,,51.550738,0.076079
IG1 2TU,198001,,51.551457,0.078174
IG1 2TW,198001,,51.553011,0.086337
IG1 2TX,198001,,51.551271,0.078497
IG1 2TY,198106,200602,51.55807,0.072373
IG1 2TZ,199501,200601,51.55807,0.072373
IG1 2UA,199007,,51.550305,0.080761
IG1 2UB,200211,200602,51.55807,0.072373
IG1 2UD,198001,,51.55013,0.078474
IG1 2UE,198001,,51.550041,0.079393
IG1 2UF,198001,,51.550736,0.081271
IG1 2UG,198001,,51.550982,0.083663
IG1 2UH,198001,,51.551985,0.086896
IG1 2UJ,198001,,51.55174,0.087029
IG1 2UL,198001,,51.552264,0.089405
IG1 2UN,198001,,51.553168,0.092216
IG1 2UP,198001,,51.552458,0.092169
IG1 2UQ,198001,,51.551337,0.08391
IG1 2UR,198001,,51.551796,0.088965
IG1 2US,199912,200106,51.54979,0.076843
IG1 2UT,198001,,51.549314,0.089008
IG1 2UU,198001,,51.55114,0.087406
IG1 2UW,198001,,51.551697,0.089941
IG1 2UX,198001,,51.551395,0.087201
IG1 2UY,198001,,51.550409,0.084011
IG1 2UZ,198001,,51.551021,0.085525
IG1 2WA,200212,200311,51.55807,0.072373
IG1 2WB,199912,201512,51.550766,0.084158
IG1 2WD,199912,200109,51.55807,0.072373
IG1 2WE,200209,200309,51.55807,0.072373
IG1 2WF,200401,200507,51.55807,0.072373
IG1 2WG,199912,200207,51.55807,0.072373
IG1 2WH,200306,200306,51.55807,0.072373
IG1 2WJ,200402,200507,51.55807,0.072373
IG1 2WL,199912,200311,51.55807,0.072373
IG1 2WN,200402,200507,51.55807,0.072373
IG1 2WP,200407,200601,51.55807,0.072373
IG1 2WQ,200401,200404,51.55807,0.072373
IG1 2WR,200012,200108,51.55807,0.072373
IG1 2WS,200607,,51.557157,0.07067
IG1 2WT,200402,200507,51.55807,0.072373
IG1 2WU,200106,200508,51.55807,0.072373
IG1 2WW,200012,200602,51.55807,0.072373
IG1 2WX,200701,200701,51.55807,0.072373
IG1 2WY,200106,200203,51.55807,0.072373
IG1 2WZ,200308,200602,51.55807,0.072373
IG1 2XA,198001,,51.550571,0.083485
IG1 2XB,198001,,51.550164,0.081577
IG1 2XD,198001,,51.549841,0.081533
IG1 2XE,198001,,51.549629,0.081421
IG1 2XF,198001,,51.54965,0.080645
IG1 2XG,198001,,51.549618,0.079908
IG1 2XH,199007,,51.550023,0.080921
IG1 2XJ,200106,200109,51.55807,0.072373
IG1 2XL,198001,,51.551839,0.082
IG1 2XN,198001,,51.551312,0.082264
IG1 2XP,198001,,51.552914,0.090271
IG1 2XQ,200112,200602,51.55807,0.072373
IG1 2XR,198001,,51.552379,0.091025
IG1 2XS,198001,,51.552319,0.08834
IG1 2XT,198001,,51.553301,0.08775
IG1 2XU,200407,200601,51.55807,0.072373
IG1 2XW,198001,,51.553605,0.089899
IG1 2XX,199201,200905,51.556819,0.067339
IG1 2XY,200205,200309,51.556819,0.067339
IG1 2XZ,200210,200212,51.556819,0.067339
IG1 2YA,199912,200407,51.55807,0.072373
IG1 2YB,200006,200602,51.55807,0.072373
IG1 2YD,200106,200204,51.55807,0.072373
IG1 2YE,200112,200310,51.55807,0.072373
IG1 2YF,200206,200305,51.55807,0.072373
IG1 2YH,200510,201406,51.55807,0.072373
IG1 2YJ,200701,200701,51.55807,0.072373
IG1 2YL,200301,200704,51.55807,0.072373
IG1 2YN,200301,200409,51.55807,0.072373
IG1 2YP,200701,200701,51.55807,0.072373
IG1 2YQ,199812,200602,51.55807,0.072373
IG1 2YR,200305,200407,51.55807,0.072373
IG1 2YS,199412,200602,51.55807,0.072373
IG1 2YT,200209,200611,51.55807,0.072373
IG1 2YU,200701,200701,51.55807,0.072373
IG1 2YW,200701,200701,51.55807,0.072373
IG1 2YX,199501,200602,51.55807,0.072373
IG1 2YY,200701,200701,51.55807,0.072373
IG1 2YZ,200701,200701,51.55807,0.072373
IG1 2ZA,200112,200602,51.55807,0.072373
IG1 2ZB,200206,200404,51.55807,0.072373
IG1 2ZD,201212,,51.557402,0.070482
IG1 2ZE,201309,,51.556992,0.07078
IG1 2ZF,201309,,51.556992,0.07078
IG1 2ZG,201309,,51.557156,0.070644
IG1 2ZH,201909,,51.55825,0.066825
IG1 2ZJ,201910,,51.558385,0.067379
IG1 2ZL,201809,,51.558125,0.067843
IG1 2ZN,201808,,51.558296,0.068298
IG1 2ZP,201807,,51.55667,0.06772
IG1 2ZQ,200206,200302,51.55807,0.072373
IG1 2ZR,201809,,51.556356,0.067186
IG1 2ZS,201809,,51.55727,0.067343
IG1 3AA,198001,,51.55943,0.069288
IG1 3AB,198001,,51.55989,0.069152
IG1 3AD,198001,,51.559358,0.068204
IG1 3AE,200306,,51.559207,0.067577
IG1 3AF,198001,,51.559165,0.065859
IG1 3AG,199706,200106,51.566927,0.059645
IG1 3AH,198001,,51.560226,0.064363
IG1 3AJ,198001,,51.560471,0.064735
IG1 3AL,198001,,51.562502,0.063283
IG1 3AN,199612,200203,51.55807,0.072373
IG1 3AP,198001,,51.561899,0.064828
IG1 3AQ,198001,,51.558411,0.064252
IG1 3AR,199507,199606,51.561032,0.062986
IG1 3AS,199612,200602,51.55807,0.072373
IG1 3AT,199606,199707,51.559463,0.069349
IG1 3AU,199201,199612,51.560956,0.06731
IG1 3AW,198001,,51.560403,0.066143
IG1 3AX,199201,199507,51.560956,0.06731
IG1 3AY,199606,200602,51.55807,0.072373
IG1 3AZ,198001,,51.561014,0.068121
IG1 3BA,198001,,51.560596,0.067828
IG1 3BB,198001,,51.562969,0.065858
IG1 3BD,198001,,51.56312,0.066471
IG1 3BE,198001,,51.564209,0.06489
IG1 3BF,200306,,51.573315,0.064104
IG1 3BG,198001,,51.562696,0.065542
IG1 3BH,198001,,51.560773,0.06648
IG1 3BJ,198001,,51.562496,0.065144
IG1 3BL,198001,,51.563057,0.063914
IG1 3BN,198001,,51.562059,0.063422
IG1 3BP,198001,,51.560175,0.062629
IG1 3BQ,198001,,51.560598,0.067208
IG1 3BS,198001,,51.560078,0.063534
IG1 3BT,199712,199906,51.566927,0.059645
IG1 3BU,199706,200009,51.566927,0.059645
IG1 3BW,198001,,51.56119,0.062185
IG1 3BX,199606,199706,51.55967,0.067339
IG1 3BY,199208,200505,51.55807,0.072373
IG1 3BZ,200106,200704,51.55807,0.072373
IG1 3DA,199712,199906,51.566927,0.059645
IG1 3DB,198001,,51.566379,0.064757
IG1 3DD,198001,,51.563868,0.063302
IG1 3DE,198001,,51.563989,0.064101
IG1 3DF,198001,,51.561876,0.061047
IG1 3DG,198001,,51.561935,0.061742
IG1 3DH,198001,,51.561808,0.060364
IG1 3DJ,198001,,51.564021,0.062832
IG1 3DL,198001,,51.564376,0.062589
IG1 3DN,198001,,51.564669,0.062284
IG1 3DP,198001,,51.562855,0.059548
IG1 3DQ,198001,,51.562672,0.061285
IG1 3DR,198001,,51.562703,0.060046
IG1 3DS,199308,199912,51.566927,0.059645
IG1 3DT,200701,200701,51.55807,0.072373
IG1 3DU,200106,200305,51.55807,0.072373
IG1 3DW,198001,,51.564768,0.061741
IG1 3DX,199706,199806,51.566927,0.059645
IG1 3DY,199706,199812,51.566927,0.059645
IG1 3DZ,199208,199512,51.562007,0.058701
IG1 3EA,198001,,51.566939,0.064119
IG1 3EB,198001,,51.564929,0.061272
IG1 3ED,199007,,51.565134,0.060877
IG1 3EE,198001,,51.563415,0.058924
IG1 3EF,198001,,51.563157,0.059258
IG1 3EG,198001,,51.563673,0.058575
IG1 3EH,198001,,51.565509,0.059999
IG1 3EJ,198001,,51.565829,0.059696
IG1 3EL,198001,,51.565963,0.059226
IG1 3EN,198001,,51.564224,0.057892
IG1 3EP,199707,199707,51.563829,0.057341
IG1 3EQ,198001,,51.565331,0.060439
IG1 3ER,199708,199708,51.563829,0.057341
IG1 3ES,200106,200309,51.55807,0.072373
IG1 3ET,199301,199507,51.564601,0.06459
IG1 3EU,199301,199501,51.564601,0.06459
IG1 3EW,199712,199812,51.566927,0.059645
IG1 3EX,198001,,51.564959,0.065227
IG1 3EY,198001,,51.565283,0.064679
IG1 3EZ,198001,,51.565696,0.063702
IG1 3FA,201808,,51.559907,0.060595
IG1 3FB,199906,200205,51.55807,0.072373
IG1 3FD,200012,200203,51.55807,0.072373
IG1 3FF,201707,,51.560128,0.069507
IG1 3FG,200706,200707,51.55807,0.072373
IG1 3FH,201610,,51.567782,0.058181
IG1 3FJ,201906,,51.561891,0.06383
IG1 3FR,200311,200601,51.55807,0.072373
IG1 3FT,199912,200106,51.566927,0.059645
IG1 3FW,200112,200908,51.55807,0.072373
IG1 3FX,199902,200009,51.565525,0.063189
IG1 3FZ,199812,199906,51.565525,0.063189
IG1 3GD,199806,199906,51.566927,0.059645
IG1 3GE,199806,199812,51.566927,0.059645
IG1 3GF,199812,200011,51.566927,0.059645
IG1 3GG,199806,199906,51.565525,0.063189
IG1 3GH,199906,199912,51.565525,0.063189
IG1 3GJ,199806,200108,51.55807,0.072373
IG1 3GL,199912,200607,51.55807,0.072373
IG1 3GN,199906,200006,51.566927,0.059645
IG1 3GP,199912,200010,51.565525,0.063189
IG1 3GQ,199912,200106,51.566927,0.059645
IG1 3GR,200006,200108,51.55807,0.072373
IG1 3GS,200012,200109,51.55807,0.072373
IG1 3GT,200006,200704,51.55807,0.072373
IG1 3GU,200006,200304,51.55807,0.072373
IG1 3GW,199906,200602,51.55807,0.072373
IG1 3GX,199812,200602,51.55807,0.072373
IG1 3GY,199912,200106,51.566927,0.059645
IG1 3GZ,199906,200011,51.566927,0.059645
IG1 3HA,198001,,51.565971,0.062892
IG1 3HB,198001,,51.566411,0.061902
IG1 3HD,198001,,51.566783,0.061182
IG1 3HE,198001,,51.567221,0.060337
IG1 3HF,198001,,51.567659,0.059447
IG1 3HG,198001,,51.567452,0.062035
IG1 3HH,198001,,51.56699,0.062721
IG1 3HJ,198803,199912,51.566927,0.059645
IG1 3HL,199405,199612,51.566449,0.061788
IG1 3HN,199208,199706,51.565971,0.062892
IG1 3HP,200006,200107,51.566927,0.059645
IG1 3HQ,198001,,51.567541,0.063612
IG1 3HR,200006,200106,51.566927,0.059645
IG1 3HS,199912,200106,51.566927,0.059645
IG1 3HT,198001,,51.565967,0.064132
IG1 3HU,198001,,51.566365,0.062967
IG1 3HW,199612,199712,51.566927,0.059645
IG1 3HX,198001,,51.566794,0.062106
IG1 3HY,198001,,51.567196,0.061216
IG1 3HZ,198001,,51.567634,0.060384
IG1 3JA,198001,,51.568544,0.058722
IG1 3JB,198001,,51.568583,0.05806
IG1 3JD,198001,,51.569231,0.057527
IG1 3JE,198001,,51.56971,0.056856
IG1 3JF,198001,,51.570372,0.056511
IG1 3JG,198001,,51.570399,0.057046
IG1 3JH,198001,,51.569028,0.058326
IG1 3JJ,198001,,51.569162,0.059989
IG1 3JL,198001,,51.569442,0.062356
IG1 3JN,198001,,51.569068,0.062686
IG1 3JP,198001,,51.567684,0.061598
IG1 3JQ,198001,,51.569621,0.057833
IG1 3JR,198001,,51.568237,0.063427
IG1 3JS,198001,,51.568368,0.059508
IG1 3JT,199405,201406,51.55807,0.072373
IG1 3JU,199308,199512,51.567398,0.058945
IG1 3JW,198001,,51.568555,0.060642
IG1 3JX,201108,201109,51.55807,0.072373
IG1 3JY,199706,200901,51.55807,0.072373
IG1 3JZ,199512,199612,51.567398,0.058945
IG1 3LA,198001,,51.568553,0.056688
IG1 3LB,198001,,51.567946,0.054381
IG1 3LD,198001,,51.567753,0.056162
IG1 3LE,198001,,51.567519,0.056685
IG1 3LF,198001,,51.566932,0.055764
IG1 3LG,198001,,51.565401,0.055911
IG1 3LH,198001,,51.567215,0.0581
IG1 3LJ,198001,,51.565909,0.057175
IG1 3LL,198001,,51.564758,0.057195
IG1 3LN,198001,,51.566636,0.059329
IG1 3LP,198001,,51.565633,0.057581
IG1 3LQ,198001,,51.56669,0.056763
IG1 3LR,200012,200107,51.565703,0.057656
IG1 3LS,198307,200603,51.55807,0.072373
IG1 3LT,199308,199501,51.569246,0.056142
IG1 3LU,199412,200602,51.55807,0.072373
IG1 3LW,198301,199512,51.565626,0.057422
IG1 3LX,199301,199806,51.566927,0.059645
IG1 3LY,199301,199806,51.566927,0.059645
IG1 3LZ,198001,,51.56906,0.055961
IG1 3NA,198001,,51.569214,0.053356
IG1 3NB,198001,,51.56926,0.055335
IG1 3ND,198001,,51.570195,0.054858
IG1 3NE,198001,,51.570333,0.052598
IG1 3NF,198001,,51.57057,0.05447
IG1 3NG,198001,,51.571789,0.051639
IG1 3NH,198001,,51.571918,0.053001
IG1 3NJ,198001,,51.571322,0.054144
IG1 3NL,198001,,51.57215,0.054123
IG1 3NN,198001,,51.572503,0.052956
IG1 3NP,198001,,51.572642,0.053756
IG1 3NQ,198001,,51.572279,0.051907
IG1 3NR,198504,199212,51.570195,0.053299
IG1 3NS,199507,199706,51.569214,0.053356
IG1 3NT,200006,200108,51.55807,0.072373
IG1 3NU,199109,199412,51.570043,0.06195
IG1 3NW,198001,,51.572821,0.052782
IG1 3NX,199208,200209,51.55807,0.072373
IG1 3NY,199806,201007,51.559276,0.06771
IG1 3NZ,198001,,51.570416,0.061722
IG1 3PA,198001,,51.570141,0.062027
IG1 3PB,198001,,51.569538,0.059489
IG1 3PD,198001,,51.56983,0.059228
IG1 3PE,198001,,51.570591,0.058902
IG1 3PF,198001,,51.570851,0.061525
IG1 3PG,198001,,51.570859,0.059044
IG1 3PH,198001,,51.571104,0.055808
IG1 3PJ,198001,,51.572173,0.05486
IG1 3PL,198001,,51.573143,0.053923
IG1 3PN,198001,,51.574489,0.053045
IG1 3PP,198001,,51.575024,0.053271
IG1 3PQ,198001,,51.571345,0.059008
IG1 3PR,198001,,51.574279,0.053757
IG1 3PS,198001,,51.571668,0.056497
IG1 3PT,199308,199507,51.57284,0.056305
IG1 3PU,199507,200108,51.55807,0.072373
IG1 3PW,198001,,51.575725,0.052293
IG1 3PX,199109,199706,51.570141,0.062027
IG1 3PY,199412,199507,51.57284,0.056305
IG1 3PZ,199412,199512,51.57284,0.056305
IG1 3QA,198510,,51.57557,0.053455
IG1 3QB,198001,,51.575626,0.058985
IG1 3QD,198001,,51.574901,0.057249
IG1 3QE,198001,,51.575542,0.055575
IG1 3QF,198001,,51.575207,0.054665
IG1 3QG,198001,,51.574756,0.054746
IG1 3QH,198001,,51.573677,0.060354
IG1 3QJ,198001,,51.574124,0.061053
IG1 3QL,198001,,51.573262,0.061966
IG1 3QN,198001,,51.572164,0.062003
IG1 3QP,198001,,51.571541,0.062191
IG1 3QQ,198001,,51.574824,0.056524
IG1 3QR,198001,,51.572958,0.0624
IG1 3QS,198001,,51.573042,0.063255
IG1 3QT,198001,,51.572312,0.062847
IG1 3QU,200012,201008,51.55807,0.072373
IG1 3QW,198001,,51.571102,0.063179
IG1 3QX,200006,200108,51.55807,0.072373
IG1 3QY,199201,199507,51.572764,0.06063
IG1 3QZ,199109,199706,51.575569,0.053469
IG1 3RA,199301,199512,51.572713,0.063514
IG1 3RB,199507,199712,51.566927,0.059645
IG1 3RD,198001,,51.572939,0.064492
IG1 3RE,200106,200203,51.55807,0.072373
IG1 3RF,198001,199501,51.571815,0.063474
IG1 3RG,198001,,51.572941,0.063842
IG1 3RH,198001,,51.573587,0.062933
IG1 3RJ,198001,,51.574156,0.062252
IG1 3RL,198001,,51.574725,0.061628
IG1 3RN,198001,,51.575314,0.060847
IG1 3RP,199301,199507,51.57546,0.060752
IG1 3RQ,198001,200707,51.573402,0.063214
IG1 3RR,198001,,51.575813,0.061649
IG1 3RS,198001,,51.574291,0.062778
IG1 3RT,200106,,51.573352,0.06451
IG1 3RU,199501,199706,51.574703,0.062392
IG1 3RW,198001,,51.576044,0.060259
IG1 3RX,199507,199706,51.567062,0.066318
IG1 3RY,200106,200804,51.55807,0.072373
IG1 3RZ,200603,,51.574917,0.058895
IG1 3SA,199301,199507,51.574561,0.060712
IG1 3SB,198001,,51.574528,0.060552
IG1 3SD,198001,,51.57437,0.058813
IG1 3SE,198001,,51.57395,0.05566
IG1 3SF,198001,,51.57317,0.05238
IG1 3SG,198001,,51.573558,0.050738
IG1 3SH,198001,,51.574212,0.051373
IG1 3SJ,198001,,51.57346,0.049131
IG1 3SL,198001,,51.572511,0.04994
IG1 3SN,198001,,51.573945,0.048157
IG1 3SP,198001,,51.574697,0.047296
IG1 3SQ,198001,,51.573694,0.049618
IG1 3SR,199301,199507,51.574814,0.046291
IG1 3SS,198001,,51.574882,0.044404
IG1 3ST,198001,,51.575138,0.04365
IG1 3SU,198001,,51.575488,0.042151
IG1 3SW,198001,,51.574457,0.049219
IG1 3SX,198001,,51.574748,0.04232
IG1 3SY,198001,,51.574059,0.04366
IG1 3SZ,200012,200901,51.55807,0.072373
IG1 3TB,200106,200806,51.55807,0.072373
IG1 3TD,199007,200602,51.55807,0.072373
IG1 3TF,198704,198812,51.574587,0.05927
IG1 3TG,198001,,51.559106,0.062595
IG1 3TH,198001,,51.560721,0.06075
IG1 3TJ,198001,,51.560949,0.059534
IG1 3TL,198001,,51.561384,0.058817
IG1 3TN,198001,,51.561972,0.058137
IG1 3TP,198001,,51.563496,0.057383
IG1 3TQ,198001,,51.560124,0.061935
IG1 3TR,198001,,51.564572,0.055989
IG1 3TS,198001,,51.566371,0.05444
IG1 3TT,198001,,51.56929,0.052075
IG1 3TU,198001,,51.570869,0.051266
IG1 3TW,198001,,51.562711,0.057507
IG1 3TX,198001,,51.571382,0.051217
IG1 3TY,198001,,51.572165,0.049679
IG1 3TZ,198001,,51.573309,0.048028
IG1 3UA,198001,,51.573965,0.046989
IG1 3UB,198001,,51.574362,0.04643
IG1 3UD,199412,199708,51.573965,0.046989
IG1 3UE,199501,199507,51.573915,0.046251
IG1 3UF,200701,200701,51.55807,0.072373
IG1 3UG,199501,199912,51.566927,0.059645
IG1 3UH,199507,200602,51.55807,0.072373
IG1 3UJ,199507,200602,51.55807,0.072373
IG1 3UL,199606,199912,51.566927,0.059645
IG1 3UQ,200112,201406,51.55807,0.072373
IG1 3WA,200804,200902,51.55807,0.072373
IG1 3WB,200112,200602,51.55807,0.072373
IG1 3WD,201203,201402,51.55807,0.072373
IG1 3WE,200112,200403,51.55807,0.072373
IG1 3WF,200205,200406,51.55807,0.072373
IG1 3WG,200206,200303,51.55807,0.072373
IG1 3WH,200207,200602,51.55807,0.072373
IG1 3WJ,200208,200602,51.55807,0.072373
IG1 3WL,200701,200701,51.55807,0.072373
IG1 3WN,200211,200405,51.55807,0.072373
IG1 3WP,200701,200701,51.55807,0.072373
IG1 3WQ,200302,200406,51.55807,0.072373
IG1 3WR,200302,200604,51.55807,0.072373
IG1 3WS,200303,200311,51.55807,0.072373
IG1 3WT,200303,200605,51.55807,0.072373
IG1 3WU,200310,200611,51.55807,0.072373
IG1 3WW,200402,200508,51.55807,0.072373
IG1 3WX,200701,200701,51.55807,0.072373
IG1 3WY,200206,200406,51.55807,0.072373
IG1 3WZ,200206,200405,51.55807,0.072373
IG1 3XA,200305,200602,51.55807,0.072373
IG1 3XB,200310,200611,51.55807,0.072373
IG1 3XD,200701,200701,51.55807,0.072373
IG1 3XE,200701,200701,51.55807,0.072373
IG1 3XF,200307,,51.55807,0.072373
IG1 3XG,200701,201406,51.55807,0.072373
IG1 3XH,200403,200605,51.55807,0.072373
IG1 3XJ,200701,200701,51.55807,0.072373
IG1 3XL,200404,200510,51.55807,0.072373
IG1 3XN,200408,201009,51.55807,0.072373
IG1 3XQ,200207,200408,51.55807,0.072373
IG1 3XR,200309,200602,51.55807,0.072373
IG1 3XT,200407,200509,51.55807,0.072373
IG1 3XY,200701,200701,51.55807,0.072373
IG1 3XZ,200307,200611,51.55807,0.072373
IG1 3YB,200701,200701,51.55807,0.072373
IG1 3YE,200209,200403,51.55807,0.072373
IG1 3YF,200406,200601,51.55807,0.072373
IG1 3YL,200208,200601,51.55807,0.072373
IG1 3YP,200206,200602,51.55807,0.072373
IG1 3YQ,200112,200602,51.55807,0.072373
IG1 3YT,200403,200508,51.55807,0.072373
IG1 3YZ,200207,200309,51.55807,0.072373
IG1 3ZA,199812,199912,51.566927,0.059645
IG1 3ZQ,200206,201202,51.55807,0.072373
IG1 4AA,198001,,51.564324,0.082786
IG1 4AB,198001,,51.565662,0.08341
IG1 4AD,198001,,51.566568,0.083581
IG1 4AE,198001,,51.566496,0.084083
IG1 4AF,198001,,51.565251,0.083767
IG1 4AG,198001,,51.565242,0.085324
IG1 4AH,198001,,51.565956,0.086641
IG1 4AJ,198001,,51.565886,0.085008
IG1 4AL,198001,,51.565212,0.090503
IG1 4AN,198001,,51.564909,0.090359
IG1 4AP,198001,,51.56592,0.089136
IG1 4AQ,199912,200310,51.56427,0.083332
IG1 4AR,198001,,51.565906,0.090463
IG1 4AS,198001,,51.56673,0.09063
IG1 4AT,198001,,51.567045,0.085566
IG1 4AU,198001,,51.566757,0.087068
IG1 4AW,199301,200602,51.55807,0.072373
IG1 4AX,199308,,51.564439,0.083426
IG1 4AY,200106,200203,51.55807,0.072373
IG1 4AZ,200205,,51.566039,0.088507
IG1 4BA,199308,,51.564846,0.08483
IG1 4BB,199308,,51.564375,0.084506
IG1 4BD,199308,,51.563773,0.083944
IG1 4BE,199308,,51.563944,0.085467
IG1 4BF,199308,,51.564145,0.085823
IG1 4BG,198001,,51.560799,0.073666
IG1 4BH,198001,,51.56133,0.075652
IG1 4BJ,199512,199706,51.56179,0.076611
IG1 4BL,198001,,51.562241,0.077654
IG1 4BN,198001,,51.563341,0.080546
IG1 4BP,198001,,51.563052,0.080477
